x	y	part
506437	156986	VS
506671	157176	VS
506711	157251	VS
506910	157532	VS
506975	157617	VS
507045	157737	VS
507120	157852	VS
507209	158002	VS
507394	158222	VS
507499	158388	VS
507678	158738	VS
507773	158863	VS
507917	159013	VS
507982	159143	VS
508127	159294	VS
508186	159419	VS
508241	159479	VS
508321	159539	VS
508436	159629	VS
508581	159754	VS
508790	159905	VS
509030	160080	VS
509265	160245	VS
509499	160411	VS
509694	160561	VS
509884	160721	VS
510123	160897	VS
510383	161067	VS
510503	161137	VS
510668	161248	VS
510798	161323	VS
510957	161428	VS
511167	161573	VS
511307	161684	VS
511487	161849	VS
511646	162009	VS
511896	162209	VS
512230	162475	VS
512465	162700	VS
512774	162961	VS
513109	163226	VS
513338	163422	VS
513493	163562	VS
514133	163843	VS
514328	163858	VS
514437	163919	VS
514617	164014	VS
514777	164149	VS
514927	164314	VS
515111	164555	VS
515316	164775	VS
515425	164965	VS
515530	165190	VS
515724	165431	VS
515874	165581	VS
516024	165706	VS
516198	165876	VS
516313	166011	VS
516403	166182	VS
516487	166312	VS
516542	166447	VS
516592	166652	VS
516606	166867	VS
516571	167132	VS
516515	167381	VS
516380	167551	VS
516444	167706	VS
516474	167801	VS
516484	167956	VS
516488	168106	VS
516513	168456	VS
516522	168736	VS
516582	168956	VS
516621	169191	VS
516685	169536	VS
516730	169766	VS
516714	169971	VS
516769	170251	VS
516813	170546	VS
516983	170546	VS
517073	170492	VS
517243	170412	VS
517413	170305	VS
517466	169928	VS
517230	169343	VS
517230	168823	VS
517438	168304	VS
585104	252567	JU
584743	252275	JU
584694	251931	JU
584626	251716	JU
584417	251614	JU
584404	251136	JU
584310	250995	JU
583730	250436	JU
583548	250234	JU
583629	250052	JU
583562	249742	JU
583636	249439	JU
583845	249257	JU
583899	249021	JU
584222	248786	JU
584354	248699	JU
584467	248476	JU
584288	248372	JU
584101	248308	JU
583827	248353	JU
583651	248344	JU
583442	248221	JU
583274	248142	JU
583077	248088	JU
582946	248063	JU
582907	247799	JU
582868	247550	JU
582840	247191	JU
582934	246987	JU
583012	246794	JU
583016	246634	JU
583009	246409	JU
582925	246363	JU
582811	246224	JU
582391	245804	JU
582139	245647	JU
581779	245719	JU
581597	245537	JU
581398	245013	JU
581118	244417	JU
580772	243984	JU
580458	243584	JU
579962	243011	JU
579532	242565	JU
579071	242126	JU
578395	241413	JU
577891	240865	JU
577309	240405	JU
576706	240195	JU
575892	239948	JU
575361	239656	JU
574917	239406	JU
574592	239142	JU
574558	238883	JU
574484	238635	JU
574453	238291	JU
574385	237923	JU
574330	237655	JU
574333	237284	JU
574267	236966	JU
574149	236465	JU
574080	235917	JU
573996	234924	JU
573856	234213	JU
573788	233850	JU
573713	233456	JU
573688	233312	JU
573676	233122	JU
573630	232934	JU
573556	232681	JU
573549	232476	JU
573487	232138	JU
573397	231851	JU
573320	231633	JU
573306	231340	JU
573184	231134	JU
572736	230779	JU
572330	230487	JU
571872	230118	JU
571387	229699	JU
571017	229287	JU
570695	228952	JU
570428	228611	JU
570642	228289	JU
570788	228023	JU
570873	227865	JU
570981	227646	JU
571041	227524	JU
571052	227384	JU
570777	227263	JU
570553	227146	JU
570349	227058	JU
570087	227007	JU
569869	226929	JU
569660	226801	JU
569323	226622	JU
569072	226451	JU
568761	226282	JU
568424	226093	JU
568157	225917	JU
567976	225748	JU
567802	225619	JU
567606	225475	JU
567472	225355	JU
567239	225128	JU
567066	224904	JU
566937	224798	JU
566685	224611	JU
566519	224460	JU
566363	224290	JU
565869	224052	JU
565795	223940	JU
565369	223759	JU
564996	223697	JU
564738	223621	JU
564373	223498	JU
563982	223166	JU
563560	222855	JU
562558	222109	JU
561578	221412	JU
560811	220953	JU
560218	220583	JU
559634	220208	JU
559187	219858	JU
559013	219598	JU
558755	219112	JU
558613	218887	JU
558459	218632	JU
558293	218462	JU
558092	218314	JU
557681	217998	JU
557496	218004	JU
557323	218075	JU
557165	218145	JU
556880	218285	JU
556736	218195	JU
556597	218070	JU
556431	217895	JU
556309	217709	JU
556150	217450	JU
556041	217203	JU
556049	217003	JU
556125	216725	JU
556082	216481	JU
555994	216269	JU
555925	216016	JU
555764	215681	JU
555639	215410	JU
555468	215121	JU
555342	214915	JU
555226	214749	JU
555028	214531	JU
554708	214246	JU
554439	214005	JU
554132	213816	JU
553880	213624	JU
553720	213470	JU
553451	213364	JU
553147	213124	JU
553007	212969	JU
552738	212733	JU
552457	212552	JU
552199	212326	JU
551992	212128	JU
551644	211769	JU
551450	211526	JU
551206	211279	JU
550931	210993	JU
550653	210772	JU
550556	210711	JU
550257	210446	JU
550078	210212	JU
549902	210038	JU
549755	209852	JU
549459	209542	JU
549316	209437	JU
548894	209116	JU
548659	208969	JU
548373	208809	JU
548189	208715	JU
547839	208567	JU
547715	208466	JU
547536	208347	JU
547418	208261	JU
547295	208345	JU
547021	208375	JU
546774	208463	JU
546406	208546	JU
546075	208673	JU
545657	208742	JU
545458	208789	JU
545295	208839	JU
545058	208938	JU
544789	209112	JU
544444	209139	JU
544109	209160	JU
543750	209323	JU
543433	209419	JU
542986	209539	JU
542718	209613	JU
542433	209753	JU
542692	209859	JU
543418	209838	JU
543470	209818	JU
543503	209823	JU
543535	209845	JU
543605	209855	JU
543680	209920	JU
543783	210020	JU
543830	210078	JU
543988	210235	JU
544138	210413	JU
544218	210520	JU
544315	210630	JU
544543	210698	JU
544750	211038	JU
544840	211095	JU
545063	211218	JU
545163	211280	JU
545288	211350	JU
545325	211378	JU
545358	211448	JU
545358	211478	JU
545343	211490	JU
545230	211510	JU
545195	211528	JU
545180	211528	JU
545133	211535	JU
545083	211558	JU
545030	211580	JU
545008	211580	JU
544973	211590	JU
544898	211620	JU
544868	211623	JU
544810	211648	JU
544738	211710	JU
544725	211728	JU
544715	211765	JU
544690	211815	JU
544660	211870	JU
544648	211905	JU
544615	211963	JU
544618	211978	JU
544615	211998	JU
544598	212038	JU
544585	212078	JU
544565	212108	JU
544563	212123	JU
544565	212150	JU
544553	212155	JU
544518	212148	JU
544475	212120	JU
544430	212140	JU
544375	212188	JU
544338	212210	JU
544318	212213	JU
544298	212225	JU
544258	212265	JU
544238	212273	JU
544203	212275	JU
544180	212263	JU
544135	212223	JU
544110	212218	JU
544033	212220	JU
544008	212233	JU
543955	212270	JU
543913	212310	JU
543858	212403	JU
543850	212428	JU
543850	212455	JU
543858	212490	JU
543855	212515	JU
543780	212618	JU
543703	212690	JU
543628	212765	JU
543610	212770	JU
543580	212763	JU
543565	212753	JU
543555	212735	JU
543555	212723	JU
543563	212705	JU
543563	212680	JU
543550	212670	JU
543535	212665	JU
543523	212668	JU
543505	212693	JU
543495	212735	JU
543460	212770	JU
543440	212810	JU
543433	212840	JU
543433	212875	JU
543428	212908	JU
543415	212933	JU
543373	212970	JU
543293	213053	JU
543265	213093	JU
543255	213120	JU
543285	213220	JU
543325	213315	JU
543360	213343	JU
543398	213360	JU
543430	213365	JU
543463	213363	JU
543535	213370	JU
543668	213405	JU
543915	213445	JU
543943	213463	JU
543983	213493	JU
544003	213518	JU
544020	213553	JU
544050	213638	JU
544098	213748	JU
544110	213790	JU
544155	213868	JU
544203	213900	JU
544230	213905	JU
544293	213905	JU
544320	213910	JU
544345	213920	JU
544368	213938	JU
544388	213960	JU
544393	214013	JU
544373	214050	JU
544320	214113	JU
544308	214145	JU
544305	214180	JU
544315	214210	JU
544348	214275	JU
544403	214340	JU
544450	214388	JU
544465	214420	JU
544473	214455	JU
544475	214508	JU
544465	214543	JU
544440	214578	JU
544385	214600	JU
544308	214613	JU
544215	214633	JU
544175	214653	JU
544158	214668	JU
544120	214708	JU
544105	214735	JU
544100	214758	JU
544100	214783	JU
544108	214813	JU
544140	214848	JU
544165	214863	JU
544198	214875	JU
544373	214915	JU
544493	214930	JU
544515	214945	JU
544533	215013	JU
544565	215078	JU
544588	215095	JU
544610	215098	JU
544628	215085	JU
544660	215073	JU
544683	215075	JU
544705	215090	JU
544795	215210	JU
544863	215263	JU
544940	215293	JU
544970	215310	JU
544988	215330	JU
544988	215350	JU
544953	215395	JU
544968	215410	JU
545038	215505	JU
545058	215515	JU
545088	215523	JU
545173	215573	JU
545225	215590	JU
545280	215603	JU
545323	215620	JU
545465	215635	JU
545538	215630	JU
545613	215633	JU
545635	215640	JU
545660	215655	JU
545683	215675	JU
545735	215743	JU
545770	215800	JU
545813	215853	JU
545838	215875	JU
545873	215898	JU
545910	215913	JU
545933	215908	JU
545953	215898	JU
545973	215880	JU
546088	215753	JU
546120	215725	JU
546170	215698	JU
546215	215680	JU
546265	215653	JU
546435	215640	JU
546498	215648	JU
546568	215640	JU
546603	215640	JU
546618	215653	JU
546680	215688	JU
546793	215720	JU
546940	215743	JU
547000	215763	JU
547045	215788	JU
547083	215823	JU
547240	215930	JU
547273	215963	JU
547300	216005	JU
547323	216058	JU
547338	216120	JU
547368	216300	JU
547408	216380	JU
547433	216418	JU
547465	216490	JU
547473	216538	JU
547470	216580	JU
547455	216635	JU
547453	216670	JU
547460	216720	JU
547460	216740	JU
547455	216755	JU
547433	216778	JU
547408	216788	JU
547375	216830	JU
547353	216903	JU
547303	216973	JU
547273	216993	JU
547235	217058	JU
547203	217090	JU
547178	217125	JU
547118	217195	JU
547090	217238	JU
547048	217368	JU
547033	217400	JU
547005	217505	JU
546980	217653	JU
546978	217718	JU
546990	217800	JU
547000	217835	JU
547013	217850	JU
547038	217865	JU
547125	217888	JU
547198	217883	JU
547230	217868	JU
547313	217850	JU
547348	217850	JU
547473	217878	JU
547515	217908	JU
547563	217955	JU
547573	217980	JU
547590	218000	JU
547610	218028	JU
547673	218080	JU
547745	218160	JU
547763	218218	JU
547805	218283	JU
547838	218343	JU
547875	218390	JU
547898	218413	JU
547958	218445	JU
547998	218453	JU
548040	218455	JU
548063	218468	JU
548140	218568	JU
548163	218588	JU
548213	218660	JU
548348	218713	JU
548370	218725	JU
548453	218800	JU
548470	218823	JU
548493	218843	JU
548563	218865	JU
548603	218875	JU
548680	218928	JU
548760	218993	JU
548815	219025	JU
548863	219048	JU
548950	219078	JU
549020	219090	JU
549068	219110	JU
549095	219118	JU
549308	219145	JU
549358	219155	JU
549413	219160	JU
549460	219155	JU
549523	219130	JU
549553	219123	JU
549590	219120	JU
549630	219123	JU
549715	219140	JU
549738	219150	JU
549813	219223	JU
549863	219290	JU
549905	219365	JU
549958	219408	JU
550000	219418	JU
550023	219415	JU
550120	219440	JU
550253	219465	JU
550293	219483	JU
550333	219508	JU
550490	219573	JU
550525	219580	JU
550603	219618	JU
550685	219645	JU
550728	219665	JU
550778	219678	JU
550830	219700	JU
550865	219720	JU
550890	219728	JU
550910	219728	JU
550963	219763	JU
551073	219813	JU
551150	219870	JU
551213	219935	JU
551278	219983	JU
551308	219995	JU
551335	220000	JU
551383	219998	JU
551425	219985	JU
551465	219968	JU
551558	219980	JU
551670	220018	JU
551795	220080	JU
551841	220105	JU
551903	220120	JU
552000	220168	JU
552028	220190	JU
552048	220215	JU
552065	220250	JU
552080	220300	JU
552095	220383	JU
552098	220478	JU
552105	220535	JU
552118	220613	JU
552130	220640	JU
552153	220670	JU
552220	220705	JU
552243	220710	JU
552475	220693	JU
552593	220673	JU
552668	220695	JU
552760	220753	JU
552785	220775	JU
552798	220808	JU
552828	220860	JU
552845	220905	JU
552870	220950	JU
552938	221050	JU
552955	221088	JU
553020	221178	JU
553093	221243	JU
553180	221285	JU
553250	221300	JU
553285	221313	JU
553340	221343	JU
553383	221373	JU
553475	221468	JU
553520	221530	JU
553558	221630	JU
553638	221820	JU
553668	221860	JU
553705	221905	JU
553728	221910	JU
553780	221910	JU
553803	221883	JU
553823	221873	JU
553850	221873	JU
553875	221880	JU
553903	221895	JU
553973	221963	JU
554028	222003	JU
554120	222053	JU
554198	222110	JU
554348	222190	JU
554378	222213	JU
554398	222235	JU
554468	222280	JU
554538	222290	JU
554560	222300	JU
554565	222315	JU
554590	222363	JU
554575	222425	JU
554573	222500	JU
554583	222583	JU
554603	222623	JU
554618	222715	JU
554668	222750	JU
554720	222775	JU
554865	222800	JU
554898	222827	JU
554940	222838	JU
555073	222898	JU
555218	222925	JU
555305	222958	JU
555345	222985	JU
555370	223013	JU
555393	223088	JU
555410	223118	JU
555420	223150	JU
555438	223233	JU
555465	223278	JU
555495	223315	JU
555575	223395	JU
555625	223435	JU
555675	223485	JU
555785	223580	JU
555838	223660	JU
555950	223810	JU
556003	223885	JU
556010	223913	JU
556005	223989	JU
555991	224026	JU
555893	224019	JU
555855	224036	JU
555793	224091	JU
555647	224135	JU
555629	224136	JU
555616	224132	JU
555601	224132	JU
555578	224123	JU
555565	224112	JU
555546	224104	JU
555521	224084	JU
555510	224082	JU
555502	224077	JU
555495	224068	JU
555489	224065	JU
555470	224064	JU
555424	224070	JU
555405	224071	JU
555388	224076	JU
555380	224077	JU
555372	224075	JU
555336	224055	JU
555312	224046	JU
555268	224038	JU
555252	224037	JU
555218	224045	JU
555186	224054	JU
555116	224091	JU
555093	224097	JU
555080	224100	JU
555072	224106	JU
555056	224113	JU
555050	224117	JU
555019	224115	JU
554996	224104	JU
554973	224106	JU
554951	224113	JU
554940	224119	JU
554920	224136	JU
554903	224153	JU
554873	224187	JU
554859	224212	JU
554832	224249	JU
554820	224263	JU
554804	224278	JU
554787	224301	JU
554782	224312	JU
554775	224330	JU
554770	224352	JU
554770	224363	JU
554775	224399	JU
554771	224417	JU
554732	224501	JU
554719	224515	JU
554701	224527	JU
554692	224536	JU
554690	224545	JU
554687	224564	JU
554676	224589	JU
554690	224645	JU
554711	224660	JU
554726	224678	JU
554760	224699	JU
554768	224707	JU
554781	224727	JU
554799	224741	JU
554844	224761	JU
554870	224779	JU
554923	224809	JU
554931	224814	JU
554945	224818	JU
554983	224831	JU
555009	224843	JU
555027	224852	JU
555059	224876	JU
555095	224898	JU
555158	224939	JU
555173	224950	JU
555198	224971	JU
555224	224989	JU
555243	224996	JU
555252	225007	JU
555284	225026	JU
555346	225054	JU
555358	225059	JU
555394	225065	JU
555408	225069	JU
555426	225080	JU
555443	225095	JU
555474	225108	JU
555481	225112	JU
555517	225142	JU
555540	225165	JU
555548	225175	JU
555565	225196	JU
555577	225205	JU
555594	225215	JU
555609	225226	JU
555654	225258	JU
555678	225265	JU
555688	225271	JU
555701	225277	JU
555739	225292	JU
555759	225299	JU
555777	225306	JU
555846	225334	JU
555860	225341	JU
555873	225343	JU
555898	225352	JU
555914	225361	JU
555940	225382	JU
555964	225399	JU
555977	225407	JU
555999	225419	JU
556004	225422	JU
556016	225430	JU
556042	225445	JU
556067	225456	JU
556071	225458	JU
556090	225464	JU
556124	225473	JU
556131	225476	JU
556153	225486	JU
556176	225501	JU
556194	225513	JU
556218	225525	JU
556236	225529	JU
556301	225563	JU
556331	225575	JU
556381	225599	JU
556396	225610	JU
556431	225644	JU
556443	225658	JU
556464	225682	JU
556479	225699	JU
556502	225726	JU
556523	225763	JU
556533	225780	JU
556544	225800	JU
556551	225819	JU
556557	225848	JU
556560	225877	JU
556563	225905	JU
556565	225924	JU
556569	225944	JU
556575	225976	JU
556585	226008	JU
556593	226044	JU
556593	226089	JU
556600	226105	JU
556626	226142	JU
556667	226181	JU
556704	226203	JU
556729	226207	JU
556747	226207	JU
556765	226204	JU
556819	226182	JU
556887	226162	JU
556925	226154	JU
556990	226148	JU
557006	226146	JU
557022	226145	JU
557050	226146	JU
557064	226149	JU
557102	226161	JU
557133	226169	JU
557158	226185	JU
557168	226189	JU
557190	226199	JU
557196	226202	JU
557205	226211	JU
557208	226220	JU
557210	226227	JU
557217	226248	JU
557219	226260	JU
557223	226284	JU
557223	226299	JU
557220	226322	JU
557214	226341	JU
557206	226357	JU
557195	226394	JU
557192	226425	JU
557189	226432	JU
557176	226447	JU
557174	226457	JU
557174	226475	JU
557173	226506	JU
557176	226543	JU
557179	226571	JU
557181	226600	JU
557184	226626	JU
557185	226644	JU
557187	226697	JU
557186	226743	JU
557195	226775	JU
557208	226830	JU
557218	226847	JU
557230	226853	JU
557243	226862	JU
557253	226883	JU
557265	226912	JU
557263	226960	JU
557253	226978	JU
557265	227000	JU
557298	227054	JU
557336	227097	JU
557390	227154	JU
557406	227180	JU
557411	227184	JU
557421	227187	JU
557430	227192	JU
557446	227209	JU
557466	227238	JU
557483	227263	JU
557514	227304	JU
557526	227325	JU
557534	227336	JU
557544	227349	JU
557552	227362	JU
557558	227408	JU
557564	227424	JU
557574	227454	JU
557605	227516	JU
557611	227532	JU
557615	227545	JU
557619	227579	JU
557622	227587	JU
557626	227595	JU
557638	227626	JU
557642	227639	JU
557657	227683	JU
557660	227692	JU
557664	227726	JU
557667	227749	JU
557681	227786	JU
557683	227799	JU
557689	227838	JU
557693	227850	JU
557702	227875	JU
557707	227882	JU
557722	227890	JU
557742	227897	JU
557766	227913	JU
557781	227921	JU
557806	227939	JU
557822	227947	JU
557848	227951	JU
557858	227953	JU
557873	227956	JU
557886	227960	JU
557910	227974	JU
557929	227996	JU
557938	228006	JU
557942	228011	JU
557943	228018	JU
557955	228032	JU
557960	228037	JU
557981	228060	JU
557991	228070	JU
558007	228091	JU
558015	228102	JU
558019	228108	JU
558029	228127	JU
558035	228135	JU
558043	228144	JU
558051	228151	JU
558056	228157	JU
558070	228172	JU
558090	228200	JU
558095	228209	JU
558114	228230	JU
558123	228238	JU
558147	228253	JU
558157	228257	JU
558244	228284	JU
558299	228304	JU
558317	228309	JU
558339	228319	JU
558357	228330	JU
558361	228332	JU
558374	228343	JU
558381	228349	JU
558388	228355	JU
558395	228362	JU
558402	228371	JU
558403	228376	JU
558408	228382	JU
558422	228398	JU
558436	228418	JU
558439	228424	JU
558446	228438	JU
558452	228450	JU
558468	228468	JU
558484	228497	JU
558494	228507	JU
558506	228517	JU
558533	228556	JU
558572	228604	JU
558596	228622	JU
558608	228631	JU
558645	228652	JU
558702	228681	JU
558718	228690	JU
558728	228699	JU
558749	228708	JU
558776	228727	JU
558845	228764	JU
558874	228776	JU
558891	228783	JU
558907	228792	JU
558919	228804	JU
558952	228826	JU
558984	228849	JU
558991	228854	JU
559100	228933	JU
559130	228963	JU
559144	228978	JU
559147	228985	JU
559174	229011	JU
559190	229024	JU
559209	229040	JU
559219	229052	JU
559226	229062	JU
559232	229070	JU
559276	229126	JU
559287	229137	JU
559306	229156	JU
559320	229167	JU
559354	229186	JU
559432	229226	JU
559482	229251	JU
559522	229275	JU
559559	229304	JU
559575	229315	JU
559669	229370	JU
559691	229387	JU
559711	229403	JU
559725	229418	JU
559741	229440	JU
559754	229461	JU
559764	229478	JU
559791	229538	JU
559816	229603	JU
559825	229618	JU
559840	229643	JU
559864	229676	JU
559888	229710	JU
559899	229726	JU
559918	229756	JU
559939	229786	JU
559952	229800	JU
559965	229811	JU
559977	229819	JU
559992	229825	JU
560005	229829	JU
560030	229839	JU
560059	229851	JU
560067	229852	JU
560073	229850	JU
560079	229845	JU
560083	229845	JU
560084	229849	JU
560087	229851	JU
560100	229853	JU
560130	229861	JU
560164	229869	JU
560180	229875	JU
560185	229877	JU
560187	229834	JU
560204	229834	JU
560231	229833	JU
560256	229837	JU
560274	229844	JU
560289	229848	JU
560319	229860	JU
560364	229884	JU
560416	229911	JU
560437	229922	JU
560505	229951	JU
560527	229963	JU
560552	229983	JU
560579	229995	JU
560615	230010	JU
560673	230034	JU
560741	230058	JU
560761	230062	JU
560777	230064	JU
560792	230070	JU
560799	230074	JU
560810	230077	JU
560819	230084	JU
560828	230094	JU
560836	230106	JU
560838	230112	JU
560845	230124	JU
560885	230159	JU
560923	230191	JU
561001	230252	JU
561019	230269	JU
561056	230326	JU
561071	230350	JU
561091	230378	JU
561100	230390	JU
561118	230416	JU
561132	230437	JU
561138	230447	JU
561143	230455	JU
561152	230466	JU
561161	230483	JU
561168	230497	JU
561172	230501	JU
561193	230515	JU
561202	230535	JU
561228	230587	JU
561247	230624	JU
561252	230639	JU
561258	230660	JU
561262	230688	JU
561262	230706	JU
561263	230717	JU
561261	230724	JU
561250	230797	JU
561250	230849	JU
561254	230874	JU
561258	230892	JU
561265	230907	JU
561273	230919	JU
561284	230933	JU
561299	230950	JU
561315	230968	JU
561345	230995	JU
561386	231027	JU
561397	231038	JU
561471	231090	JU
561516	231121	JU
561556	231149	JU
561592	231168	JU
561612	231175	JU
561642	231182	JU
561667	231193	JU
561715	231213	JU
561733	231218	JU
561752	231223	JU
561774	231229	JU
561807	231232	JU
561823	231234	JU
561855	231234	JU
561912	231234	JU
561923	231231	JU
561936	231229	JU
561960	231222	JU
561968	231217	JU
561976	231212	JU
561989	231205	JU
562003	231200	JU
562022	231194	JU
562040	231194	JU
562069	231194	JU
562086	231197	JU
562133	231206	JU
562156	231213	JU
562179	231223	JU
562214	231244	JU
562262	231289	JU
562304	231324	JU
562306	231329	JU
562326	231351	JU
562344	231381	JU
562357	231406	JU
562361	231410	JU
562367	231432	JU
562376	231456	JU
562394	231490	JU
562405	231512	JU
562420	231545	JU
562430	231579	JU
562447	231619	JU
562448	231645	JU
562448	231654	JU
562450	231671	JU
562457	231687	JU
562466	231711	JU
562466	231727	JU
562464	231737	JU
562467	231759	JU
562472	231800	JU
562474	231816	JU
562473	231823	JU
562466	231840	JU
562465	231845	JU
562455	231888	JU
562449	231905	JU
562446	231916	JU
562445	231928	JU
562445	231951	JU
562446	231965	JU
562452	231978	JU
562459	231986	JU
562459	231961	JU
562468	231951	JU
562471	231964	JU
562470	231999	JU
562490	232016	JU
562506	232026	JU
562540	232042	JU
562558	232052	JU
562588	232064	JU
562641	232079	JU
562676	232094	JU
562735	232113	JU
562772	232125	JU
562796	232133	JU
562814	232141	JU
562832	232150	JU
562859	232164	JU
562876	232173	JU
562887	232180	JU
562896	232186	JU
562969	232249	JU
563000	232285	JU
563006	232293	JU
563027	232326	JU
563050	232356	JU
563074	232380	JU
563095	232401	JU
563143	232440	JU
563163	232453	JU
563196	232467	JU
563267	232478	JU
563295	232486	JU
563323	232494	JU
563343	232502	JU
563364	232516	JU
563398	232545	JU
563414	232561	JU
563419	232567	JU
563432	232591	JU
563431	232593	JU
563437	232621	JU
563437	232636	JU
563435	232654	JU
563418	232684	JU
563385	232698	JU
563374	232707	JU
563369	232716	JU
563366	232725	JU
563367	232729	JU
563374	232730	JU
563356	232745	JU
563345	232750	JU
563326	232771	JU
563318	232783	JU
563305	232802	JU
563284	232843	JU
563250	232906	JU
563234	232930	JU
563217	232960	JU
563167	233038	JU
563128	233079	JU
563100	233103	JU
563080	233119	JU
563023	233153	JU
563008	233165	JU
562973	233192	JU
562940	233223	JU
562901	233270	JU
562888	233289	JU
562853	233328	JU
562825	233366	JU
562817	233383	JU
562810	233405	JU
562805	233428	JU
562803	233454	JU
562801	233475	JU
562798	233497	JU
562790	233548	JU
562792	233571	JU
562790	233620	JU
562786	233647	JU
562785	233665	JU
562779	233690	JU
562775	233706	JU
562765	233724	JU
562749	233743	JU
562741	233756	JU
562739	233770	JU
562740	233781	JU
562744	233793	JU
562756	233814	JU
562762	233825	JU
562778	233843	JU
562798	233862	JU
562818	233880	JU
562840	233902	JU
562861	233924	JU
562868	233932	JU
562884	233949	JU
562894	233963	JU
562934	234021	JU
562972	234081	JU
562984	234103	JU
562995	234136	JU
563001	234159	JU
563012	234197	JU
563019	234229	JU
563030	234281	JU
563043	234311	JU
563073	234366	JU
563083	234385	JU
563094	234411	JU
563100	234431	JU
563105	234472	JU
563106	234481	JU
563116	234522	JU
563115	234553	JU
563114	234567	JU
563125	234597	JU
563128	234613	JU
563129	234621	JU
563135	234633	JU
563142	234674	JU
563142	234698	JU
563139	234717	JU
563130	234768	JU
563123	234797	JU
563118	234806	JU
563117	234813	JU
563110	234829	JU
563087	234887	JU
563080	234899	JU
563075	234914	JU
563069	234938	JU
563063	234960	JU
563061	234980	JU
563056	235011	JU
563050	235036	JU
563041	235062	JU
563032	235089	JU
563029	235128	JU
563034	235164	JU
563041	235191	JU
563048	235210	JU
563069	235256	JU
563087	235289	JU
563106	235320	JU
563113	235330	JU
563158	235399	JU
563174	235433	JU
563176	235448	JU
563177	235464	JU
563172	235508	JU
563171	235541	JU
563170	235553	JU
563168	235563	JU
563163	235575	JU
563132	235618	JU
563112	235651	JU
563102	235678	JU
563089	235692	JU
563086	235713	JU
563066	235760	JU
563052	235782	JU
563043	235789	JU
563028	235804	JU
563016	235824	JU
563012	235839	JU
563003	235872	JU
562994	235894	JU
562986	235920	JU
562980	235932	JU
562973	235946	JU
562966	235954	JU
562961	235964	JU
562952	235988	JU
562941	236014	JU
562936	236029	JU
562909	236076	JU
562892	236129	JU
562870	236168	JU
562856	236204	JU
562846	236217	JU
562842	236227	JU
562839	236229	JU
562813	236274	JU
562800	236304	JU
562783	236342	JU
562768	236368	JU
562747	236379	JU
562714	236437	JU
562705	236466	JU
562686	236509	JU
562661	236565	JU
562657	236577	JU
562656	236591	JU
562658	236603	JU
562672	236634	JU
562680	236651	JU
562680	236663	JU
562678	236673	JU
562672	236682	JU
562671	236693	JU
562672	236703	JU
562680	236720	JU
562683	236731	JU
562685	236744	JU
562687	236757	JU
562685	236767	JU
562680	236788	JU
562666	236814	JU
562659	236821	JU
562655	236832	JU
562640	236854	JU
562625	236883	JU
562589	236940	JU
562552	236977	JU
562530	237000	JU
562524	237001	JU
562522	237006	JU
562504	237027	JU
562488	237057	JU
562474	237082	JU
562469	237091	JU
562461	237099	JU
562440	237120	JU
562405	237151	JU
562370	237196	JU
562355	237220	JU
562347	237236	JU
562340	237258	JU
562337	237269	JU
562335	237286	JU
562328	237342	JU
562329	237351	JU
562329	237363	JU
562332	237382	JU
562339	237396	JU
562363	237424	JU
562404	237455	JU
562422	237468	JU
562494	237517	JU
562539	237548	JU
562567	237572	JU
562586	237585	JU
562591	237590	JU
562608	237607	JU
562621	237625	JU
562629	237636	JU
562643	237650	JU
562684	237691	JU
562728	237751	JU
562761	237790	JU
562797	237826	JU
562821	237853	JU
562847	237881	JU
562861	237893	JU
562882	237911	JU
562914	237937	JU
562946	237954	JU
562963	237960	JU
563005	237969	JU
563033	237977	JU
563106	238008	JU
563148	238017	JU
563225	238032	JU
563286	238032	JU
563393	238036	JU
563479	238039	JU
563523	238039	JU
563547	238036	JU
563649	238004	JU
563685	237986	JU
563699	237976	JU
563718	237960	JU
563725	237955	JU
563736	237950	JU
563789	237936	JU
563812	237934	JU
563957	237938	JU
563980	237942	JU
564071	237964	JU
564130	237983	JU
564219	238012	JU
564294	238035	JU
564325	238041	JU
564345	238043	JU
564359	238049	JU
564378	238056	JU
564422	238062	JU
564453	238062	JU
564471	238059	JU
564493	238053	JU
564521	238041	JU
564545	238026	JU
564602	237985	JU
564652	237956	JU
564684	237938	JU
564700	237930	JU
564766	237912	JU
564787	237909	JU
564813	237910	JU
564827	237913	JU
564841	237923	JU
564846	237929	JU
564879	237947	JU
564898	237963	JU
564920	237989	JU
564959	238028	JU
564968	238039	JU
564979	238059	JU
564984	238072	JU
565000	238104	JU
565021	238146	JU
565022	238161	JU
565019	238188	JU
565012	238221	JU
565004	238247	JU
564999	238269	JU
564999	238338	JU
564998	238345	JU
565007	238398	JU
565024	238446	JU
565033	238461	JU
565043	238471	JU
565056	238476	JU
565123	238477	JU
565147	238480	JU
565179	238478	JU
565204	238479	JU
565229	238477	JU
565245	238471	JU
565273	238454	JU
565303	238430	JU
565314	238417	JU
565332	238403	JU
565382	238382	JU
565452	238366	JU
565496	238364	JU
565544	238365	JU
565600	238371	JU
565631	238377	JU
565676	238392	JU
565751	238420	JU
565789	238436	JU
565804	238442	JU
565875	238465	JU
565880	238470	JU
565906	238491	JU
565925	238499	JU
565948	238505	JU
565992	238509	JU
566019	238509	JU
566034	238509	JU
566069	238508	JU
566091	238504	JU
