locality	valid	xkoord	ykoord	year	locality_name	masl	drainage	river_category	river_name	Strahler_order	distance_to_outlet	catchment	width	depth	var_depth	var_waterlevel	river_bed_modified	natural_cascades	embankment_modifications	width_riparian_left	width_riparian_right	cascades	cascade_height	mud	turbidity	foam	FeS	clogging	waste	periphyton	algae	moss	macrophytes	MSK_class	Agriculture_prop_500m	Woods_prop_500m	Meadows_prop_500m	Settlement_prop_500m	Water_prop_500m	Agriculture_prop_1km	Woods_prop_1km	Meadows_prop_1km	Settlement_prop_1km	Water_prop_1km	Calcite_prop_1km	Agriculture_prop_5km	Woods_prop_5km	Meadows_prop_5km	Settlement_prop_5km	Water_prop_5km	Calcite_prop_5km	Agriculture_prop_10km	Woods_prop_10km	Meadows_prop_10km	Settlement_prop_10km	Water_prop_10km	Calcite_prop_10km	Agriculture_prop_100km	Woods_prop_100km	Meadows_prop_100km	Settlement_prop_100km	Water_prop_100km	Calcite_prop_100km	Agriculture_prop_1000km	Woods_prop_1000km	Meadows_prop_1000km	Settlement_prop_1000km	Water_prop_1000km	Calcite_prop_1000km
566219	valid	566000	219810	2013	Saint_Imier	1090	RHEIN	Bach	NA	2	227295	2874260	0.80	0.01	3_high	3_high	0.00	no	1_no	16.00	16.00	no	NA	1_no	2_medium	2_medium	2_medium	3_high	1_no	2_medium	1_no	1_no	1_no	1_natural	0.071428571	0.301587302	0.079365079	0.023809524	0	0.120689655	0.244252874	0.109195402	0.014367816	0	1	0.166089965	0.240484429	0.07266436	0.01384083	0	0.95794059	0.162790698	0.242524917	0.073089701	0.014950166	0	0.95794059	0.162790698	0.242524917	0.073089701	0.014950166	0	0.95794059	0.162790698	0.242524917	0.073089701	0.014950166	0	0.005352842
572083	valid	572000	83516	2013	Orsi_res	2359	RHONE	Bach	Merdenson	3	166373	826370	1.00	0.20	3_high	3_high	0.00	no	1_no	15.00	15.00	no	NA	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_medium	1_no	1_natural	0	0	0.352941176	0	0	0	0.01183432	0.26035503	0	0.00591716	0.998364805	0	0.013333333	0.246666667	0	0.006666667	0.998369172	0	0.01183432	0.25443787	0	0.00591716	0.998369172	0	0.01183432	0.25443787	0	0.00591716	0.998369172	0	0.01183432	0.25443787	0	0.00591716	0.920095934
572163	valid	572852	163000	2013	Morlon	709	RHEIN	Bach	NA	3	272616	2145385	1.20	0.17	2_medium	2_medium	0.00	no	1_no	2.00	15.00	yes	5.00	2_medium	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.163934426	0.31147541	0	0.024590164	0	0.152046784	0.301169591	0	0.046783626	0	0.518469031	0.175799087	0.276255708	0	0.047945205	0	0.505243008	0.17920354	0.274336283	0	0.046460177	0	0.505243008	0.17920354	0.274336283	0	0.046460177	0	0.505243008	0.17920354	0.274336283	0	0.046460177	0	0.267303141
572243	zero	572000	243796	2013	Clos_du_Doubs	420	RHONE	Fluss	Doubs	5	62000	1279332207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.113924051	0.35443038	0.006329114	0.012658228	0.012658228	0.14516129	0.277777778	0.051971326	0.010752688	0.012544803	0.683262664	0.123601667	0.255428822	0.101008993	0.01140601	0.007348103	0.764066399	0.119200431	0.258782029	0.102199794	0.013179168	0.005487237	0.791021296	0.155709343	0.204697264	0.105086378	0.028860413	0.003143339	0.877990846	0.155624818	0.204885527	0.105008426	0.028836773	0.003142144	0.379780902
578147	valid	578000	147826	2013	Chateau_dOex	1135	RHEIN	Bach	NA	2	298762	606491	1.10	0.10	2_medium	3_high	0.00	yes	1_no	15.00	2.00	yes	NA	1_no	2_medium	1_no	1_no	2_medium	2_medium	1_no	1_no	NA	NA	2_low_impacted	0.233333333	0.011111111	0.188888889	0.066666667	0	0.216763006	0.054913295	0.173410405	0.054913295	0	0.766400163	0.147204529	0.075725407	0.147912243	0.037508846	0.002123142	0.837385293	0.145746165	0.077405858	0.145048815	0.036959554	0.00348675	0.837385293	0.145746165	0.077405858	0.145048815	0.036959554	0.00348675	0.837385293	0.145746165	0.077405858	0.145048815	0.036959554	0.00348675	0.202504979
578227	valid	579000	227267	2013	Sonceboz_Sombeval	651	RHEIN	Bach	Suze	3	208422	124325781	10.00	0.80	1_no	1_no	10.00	no	3_medium	2.00	2.00	no	NA	1_no	2_medium	2_medium	2_medium	3_high	2_medium	2_medium	3_high	1_no	1_no	4_artificial	0.451219512	0	0	0.036585366	0	0.309815951	0.079754601	0.067484663	0.039877301	0	0.177192267	0.142565359	0.212009804	0.117238562	0.025939542	0.00122549	0.667887152	0.116623377	0.222077922	0.135844156	0.022683983	0.000865801	0.702375654	0.133630022	0.215379681	0.122003047	0.026621762	0.000521209	0.724835005	0.133630022	0.215379681	0.122003047	0.026621762	0.000521209	0.116993391
584091	valid	584000	91813	2013	Liddes	2298	RHONE	Bach	NA	2	162057	1817382	4.50	0.20	3_high	3_high	0.00	no	1_no	15.00	15.00	no	NA	1_no	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	NA	1_natural	0	0	0.447916667	0	0	0	0.011406844	0.323193916	0	0	0	0	0.003215434	0.279742765	0	0.003215434	0	0	0.005988024	0.266467066	0	0.002994012	0	0	0.005988024	0.266467066	0	0.002994012	0	0	0.005988024	0.266467066	0	0.002994012	0.063639251
584171	valid	584000	171688	2013	Cerniat	1296	RHEIN	Bach	NA	2	258374	32021	0.40	0.06	3_high	3_high	0.00	yes	1_no	15.00	15.00	yes	50.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.276595745	0.191489362	0	0	0	0.225903614	0.234939759	0	0.018072289	0.74436536	0	0.262095371	0.21127741	0.001392273	0.007657501	0.636629988	0	0.262573708	0.210891433	0.001387444	0.00763094	0.636629988	0	0.262573708	0.210891433	0.001387444	0.00763094	0.636629988	0	0.262573708	0.210891433	0.001387444	0.00763094	0.84762958
584251	valid	585000	251660	2013	Pleigne	638	RHEIN	Bach	NA	2	58639	13798706	0.65	0.05	2_medium	3_high	0.00	yes	1_no	10.00	5.00	yes	3.00	1_no	1_no	1_no	1_no	1_no	NA	1_no	1_no	1_no	1_no	1_natural	0.076388889	0.291666667	0.104166667	0.013888889	0	0.036082474	0.37371134	0.067010309	0.010309278	0.007731959	0.812435183	0.175280087	0.19840983	0.112034695	0.012649078	0.000722804	0.885861277	0.174597496	0.198568873	0.111985689	0.012880143	0.001073345	0.885861277	0.174597496	0.198568873	0.111985689	0.012880143	0.001073345	0.885861277	0.174597496	0.198568873	0.111985689	0.012880143	0.001073345	0.267485931
590115	valid	590000	115013	2013	Nendaz	1070	RHONE	Bach	NA	2	157050	3777373	1.50	0.20	3_high	2_medium	0.00	yes	3_medium	1.50	2.00	yes	100.00	1_no	2_medium	1_no	1_no	2_medium	3_highe	1_no	1_no	1_no	1_no	3_high_impacted	0.260162602	0.12195122	0	0.105691057	0	0.2	0.16	0.024615385	0.107692308	0	0.08816116	0.106951872	0.207219251	0.069518717	0.101604278	0	0.089835876	0.105331599	0.209362809	0.067620286	0.100130039	0	0.089835876	0.105331599	0.209362809	0.067620286	0.100130039	0	0.089835876	0.105331599	0.209362809	0.067620286	0.100130039	0	0.107373487
590155	valid	590000	155277	2013	Zweisimmen	1658	RHEIN	Bach	NA	3	296170	1479027	135.00	NA	2_medium	3_high	0.00	yes	1_no	15.00	15.00	yes	160.00	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.172413793	0.317241379	0.006896552	0	0	0.131661442	0.347962382	0.003134796	0	1	0	0.139931741	0.337883959	0.003412969	0	1	0	0.131661442	0.347962382	0.003134796	0	1	0	0.131661442	0.347962382	0.003134796	0	1	0	0.131661442	0.347962382	0.003134796	0	1
590195	valid	590000	195102	2013	Neuenegg	578	RHEIN	Bach	NA	2	222477	6339263	1.10	0.07	2_medium	3_high	0.00	no	1_no	15.00	15.00	no	NA	2_medium	1_no	1_no	1_no	1_no	NA	1_no	1_no	1_no	1_no	1_natural	0.042253521	0.457746479	0	0	0	0.131578947	0.368421053	0	0	0	0.255045055	0.166929134	0.311811024	0	0.020472441	0.000787402	0.147123273	0.165378671	0.313755796	0	0.020865533	0	0.147123273	0.165378671	0.313755796	0	0.020865533	0	0.147123273	0.165378671	0.313755796	0	0.020865533	0	0.066993721
590235	valid	590652	236000	2013	Perrefitte	728	RHEIN	Bach	Chali_re	2	67950	7357141	2.40	0.18	3_high	2_medium	0.00	yes	1_no	6.00	15.00	yes	1015.00	2_medium	1_no	1_no	1_no	1_no	NA	1_no	1_no	1_no	1_no	2_low_impacted	0.038461538	0.416666667	0.038461538	0.006410256	0	0.037974684	0.401446655	0.050632911	0.005424955	0	0.656587339	0.082033898	0.36	0.048135593	0.007457627	0	0.71601573	0.081922817	0.359512525	0.048070413	0.008124577	0	0.71601573	0.081922817	0.359512525	0.048070413	0.008124577	0	0.71601573	0.081922817	0.359512525	0.048070413	0.008124577	0	0.447575243
596099	valid	596174	99000	2013	Hurumence	2595	RHONE	Bach	Torrent_des_Pantalons	2	186950	978741	1.30	0.10	3_high	3_high	0.00	yes	1_no	15.00	15.00	yes	40.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.384615385	0	0.012820513	0	0	0.276119403	0	0.007462687	0.122126114	0	0	0.185	0	0.005	0.254520341	0	0	0.17961165	0	0.004854369	0.254520341	0	0	0.17961165	0	0.004854369	0.254520341	0	0	0.17961165	0	0.004854369	0.666474842
596139	valid	596000	139826	2013	Lenk	1946	RHEIN	Bach	NA	2	310343	2527086	1.00	0.03	3_high	3_high	0.00	yes	1_no	16.00	16.00	yes	60.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0	0.475	0	0	0	0.037593985	0.432330827	0.003759398	0	0.852056653	0	0.082	0.384	0.004	0.002	0.905939508	0	0.077946768	0.38973384	0.003802281	0.001901141	0.905939508	0	0.077946768	0.38973384	0.003802281	0.001901141	0.905939508	0	0.077946768	0.38973384	0.003802281	0.001901141	0.583075577
596179	valid	596000	179316	2013	Rueschegg	1013	RHEIN	Bach	Heubach	2	247143	3051255	3.50	0.20	3_high	3_high	0.00	yes	1_no	15.00	15.00	yes	70.00	1_no	1_no	2_medium	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.49122807	0	0.00877193	0	0.014035088	0.463157895	0.010526316	0.010526316	0	0.004279326	0.008183306	0.360065466	0.104746318	0.008183306	0	0.365632572	0.008025682	0.357945425	0.107544141	0.008025682	0	0.365632572	0.008025682	0.357945425	0.107544141	0.008025682	0	0.365632572	0.008025682	0.357945425	0.107544141	0.008025682	0	0.823058566
602123	valid	602000	123247	2013	Sierre	509	RHONE	Bach	NA	4	170591	1621666	1.00	0.20	2_medium	1_no	0.00	no	3_medium	1.50	2.50	no	NA	1_no	1_no	1_no	3_high	2_medium	2_medium	1_no	3_high	1_no	1_no	3_high_impacted	0.263157895	0.01754386	0	0.175438596	0.01754386	0.300469484	0.018779343	0	0.150234742	0.009389671	0.000131971	0.322981366	0.02173913	0	0.127329193	0.00931677	8.18E-05	0.320809249	0.023121387	0	0.130057803	0.00867052	8.18E-05	0.320809249	0.023121387	0	0.130057803	0.00867052	8.18E-05	0.320809249	0.023121387	0	0.130057803	0.00867052	0.080031498
602163	zero	602000	163004	2013	Oberwil_im_Simmental	1757	RHEIN	Bach	NA	2	273845	1320936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.133858268	0.330708661	0	0	0	0.180722892	0.285140562	0	0	0.978483051	0.003773585	0.177358491	0.286792453	0.003773585	0	0.936173363	0.007092199	0.173758865	0.290780142	0	0	0.936173363	0.007092199	0.173758865	0.290780142	0	0	0.936173363	0.007092199	0.173758865	0.290780142	0	0	0.568268873
602203	valid	602310	203000	2013	Ittigen	519	RHEIN	Bach	Worblen	4	209001	69780741	3.00	0.18	1_no	1_no	100.00	no	4_high	0.00	0.00	no	NA	1_no	1_no	1_no	1_no	3_high	1_no	1_no	1_no	1_no	1_no	4_artificial	0.117117117	0.045045045	0	0.306306306	0.009009009	0.168604651	0.020348837	0	0.287790698	0.00872093	0	0.208108108	0.111261261	0	0.176801802	0.00045045	0.140559373	0.264602754	0.11887454	0	0.113657744	0.000513128	0.133030616	0.281066781	0.115115115	0	0.101387101	0.000429	0.116797088	0.281066781	0.115115115	0	0.101387101	0.000429	0.148233355
602243	valid	602000	243957	2013	Corban	505	RHEIN	Bach	Scheulte	4	60448	19641931	4.50	0.35	3_high	3_high	10.00	yes	1_no	10.00	6.00	yes	25.00	1_no	1_no	2_medium	1_no	1_no	NA	1_no	2_medium	1_no	NA	2_low_impacted	0.403225806	0.032258065	0	0.064516129	0	0.385869565	0.027173913	0	0.086956522	0	0.11481771	0.212834225	0.207486631	0.054010695	0.024064171	0.000534759	0.458387883	0.13370333	0.251009082	0.098385469	0.015893037	0.00025227	0.672159899	0.13370333	0.251009082	0.098385469	0.015893037	0.00025227	0.672159899	0.13370333	0.251009082	0.098385469	0.015893037	0.00025227	0.281786286
608147	valid	608000	147844	2013	Adelboden	1377	RHEIN	Bach	Geilsbach	4	283404	14294170	4.00	0.35	3_high	3_high	10.00	no	1_no	15.00	15.00	yes	300.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.3	0.15	0.033333333	0.016666667	0	0.226744186	0.162790698	0.069767442	0.023255814	0.011627907	0.087838243	0.018597443	0.103448276	0.28051143	0.008523828	0.005036807	0.481729701	0.017983075	0.094499295	0.277503526	0.007757405	0.004583921	0.509124893	0.017983075	0.094499295	0.277503526	0.007757405	0.004583921	0.509124893	0.017983075	0.094499295	0.277503526	0.007757405	0.004583921	0.791826407
608227	valid	608000	227053	2013	Biberist	460	RHEIN	Bach	NA	3	161806	2644846	2.00	0.05	2_medium	2_medium	0.00	no	3_medium	3.00	15.00	no	NA	1_no	1_no	1_no	3_high	3_high	2_medium	3_high	1_no	1_no	1_no	2_low_impacted	0.196428571	0.25	0	0.053571429	0	0.117021277	0.292553191	0	0.090425532	0	0.035081396	0.11380597	0.292910448	0	0.093283582	0	0.023534314	0.120938628	0.28700361	0	0.092057762	0	0.023534314	0.120938628	0.28700361	0	0.092057762	0	0.023534314	0.120938628	0.28700361	0	0.092057762	0	0.024090226
608267	valid	608000	267078	2013	Allschwil	280	RHEIN	Bach	Dorfbach	2	5700	14923440	2.50	0.15	2_medium	2_medium	0.00	no	1_no	1.50	1.50	yes	2.00	1_no	1_no	1_no	2_medium	2_medium	2_medium	1_no	1_no	NA	NA	2_low_impacted	0.03125	0.00625	0	0.4625	0	0.044834308	0.013645224	0	0.436647173	0	0	0.103967855	0.074334505	0	0.318935208	0	0.002889718	0.116422149	0.079507809	0	0.301467108	0	0.003638393	0.116422149	0.079507809	0	0.301467108	0	0.003638393	0.116422149	0.079507809	0	0.301467108	0	0.55390727
614131	valid	614152	132000	2013	Albinen	900	RHONE	Bach	Dala	4	188100	53073252	9.00	0.30	3_high	3_high	10.00	yes	1_no	15.00	15.00	yes	100.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0.123188406	0.31884058	0.007246377	0.014492754	0.02173913	0.096385542	0.291566265	0.05060241	0.031325301	0.009638554	0.788625425	0.042758877	0.161182376	0.141290203	0.020078081	0.003346347	0.751026742	0.025142173	0.116931059	0.114835877	0.012770628	0.002993116	0.804720508	0.024413968	0.11409396	0.11195409	0.012352884	0.002918004	0.807841787	0.024413968	0.11409396	0.11195409	0.012352884	0.002918004	0.384208275
614171	valid	614759	172000	2013	Reutigen	579	RHEIN	Fluss	Kander	7	252546	1093367527	14.00	0.40	3_high	3_high	10.00	no	1_no	15.00	15.00	yes	0.80	2_medium	2_medium	1_no	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	2_low_impacted	0.126760563	0.295774648	0	0.056338028	0.014084507	0.138349515	0.240291262	0	0.099514563	0.019417476	0.050519166	0.152047993	0.231485312	0.032271411	0.055440629	0.008481589	0.340128456	0.122796082	0.173686554	0.13205699	0.025556545	0.005209261	0.517406876	0.054114682	0.134809374	0.162118312	0.011841555	0.00444411	0.581759449	0.054114682	0.134809374	0.162118312	0.011841555	0.00444411	0.43230326
614211	valid	614179	212000	2013	Burgdorf	537	RHEIN	Bach	Dorfbach_(Aefligen)	7	178451	4815504	3.70	0.60	1_no	1_no	100.00	no	4_high	0.00	0.00	no	NA	1_no	3_high	1_no	1_no	3_high	1_no	2_medium	1_no	2_medium	1_no	4_artificial	0.033057851	0	0	0.462809917	0	0.017492711	0.002915452	0	0.466472303	0.005830904	0	0.164070613	0.073727934	0	0.255451713	0.001038422	0.069763506	0.164412071	0.071800208	0	0.257023933	0.001040583	0.069763506	0.164412071	0.071800208	0	0.257023933	0.001040583	0.069763506	0.164412071	0.071800208	0	0.257023933	0.001040583	0.04779716
620115	valid	620000	115935	2013	Oberems	1879	RHONE	Bach	Turtmänna	4	204736	46319223	5.00	0.40	3_high	2_medium	0.00	yes	1_no	20.00	20.00	yes	NA	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	NA	2_low_impacted	0	0.267515924	0.114649682	0.01910828	0.031847134	0	0.226691042	0.166361974	0.009140768	0.014625229	0	0	0.029923321	0.095006546	0.001309145	0.005049561	0.125460098	0	0.017907107	0.056855064	0.000783436	0.003021824	0.111057945	0	0.017907107	0.056855064	0.000783436	0.003021824	0.111057945	0	0.017907107	0.056855064	0.000783436	0.003021824	0.214975744
620195	valid	620402	196000	2013	Oberthal	764	RHEIN	Bach	NA	2	202167	1325620	1.60	0.04	2_medium	1_no	0.00	no	1_no	16.00	16.00	yes	0.40	1_no	1_no	2_medium	2_medium	2_medium	2_medium	2_medium	1_no	1_no	1_no	3_high_impacted	0.15	0.316666667	0	0.025	0	0.240458015	0.240458015	0	0.015267176	0	0	0.231884058	0.25	0	0.014492754	0	0	0.244897959	0.238095238	0	0.013605442	0	0	0.244897959	0.238095238	0	0.013605442	0	0	0.244897959	0.238095238	0	0.013605442	0	0.987317506
620235	valid	620000	235062	2013	Niederbipp	459	RHEIN	Bach	Bipperbach	3	140529	13566386	1.75	0.25	1_no	1_no	100.00	no	3_medium	8.00	8.00	no	NA	3_high	1_no	1_no	1_no	3_high	3_high	3_high	2_medium	1_no	2_medium	3_high_impacted	0.345588235	0	0	0.147058824	0	0.339534884	0	0	0.158139535	0	0	0.256372368	0.136313262	0.009974141	0.095677872	0	0.268040029	0.257592389	0.135016465	0.009879254	0.095865349	0	0.268040029	0.257592389	0.135016465	0.009879254	0.095865349	0	0.268040029	0.257592389	0.135016465	0.009879254	0.095865349	0	0.608509359
626139	valid	626401	140000	2013	Wiler	1711	RHONE	Bach	Milibach	3	208969	3178009	9.00	0.70	3_high	3_high	0.00	no	1_no	16.00	16.00	no	NA	1_no	2_medium	1_no	2_medium	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0.014705882	0.191176471	0.161764706	0.014705882	0.014705882	0.01863354	0.099378882	0.273291925	0.01242236	0.00621118	0	0.003344482	0.02173913	0.096989967	0.003344482	0.001672241	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.446729108
626179	valid	626633	180000	2013	Horrenbach_Buchen	1281	RHEIN	Bach	Hornegggraben	4	258394	2735599	3.80	0.20	3_high	3_high	0.00	no	1_no	15.00	15.00	yes	160.00	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.122641509	0.349056604	0.009433962	0	0	0.126582278	0.32278481	0.006329114	0	0	0	0.148423006	0.248608534	0.003710575	0.001855288	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.880577888
626219	valid	626000	219064	2013	Ursenbach	627	RHEIN	Bach	Walterswilbach	2	153732	5043811	2.00	0.18	2_medium	2_medium	10.00	no	3_medium	0.00	0.00	no	NA	1_no	2_medium	1_no	1_no	2_medium	1_no	3_high	1_no	2_medium	1_no	3_high_impacted	0.346153846	0.115384615	0	0.038461538	0	0.358490566	0.110849057	0	0.030660377	0	0.811612557	0.374753452	0.102564103	0	0.022682446	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.864253263
632123	valid	633000	123547	2013	Zeneggen	1215	RHONE	Bach	NA	2	210832	2939910	1.00	0.05	2_medium	3_high	0.00	yes	1_no	50.00	50.00	yes	20.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	NA	1_no	NA	1_natural	0.090225564	0.398496241	0	0.007518797	0	0.085714286	0.387301587	0.006349206	0.019047619	0	0.052439788	0.044444444	0.411965812	0.025641026	0.013675214	0.001709402	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.09325663
632203	valid	633000	203217	2013	Trub	1019	RHEIN	Bach	Zinggengraben	3	214582	2361538	0.50	0.03	3_high	3_high	0.00	no	1_no	15.00	15.00	no	NA	3_high	3_high	1_no	1_no	3_high	1_no	1_no	1_no	1_no	1_no	1_natural	0.08974359	0.224358974	0.166666667	0	0.006410256	0.052752294	0.266055046	0.167431193	0.004587156	0.002293578	0	0.055084746	0.273305085	0.156779661	0.004237288	0.004237288	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0
632243	zero	632300	244000	2013	Wangen_bei_Olten	456	RHEIN	Bach_U	NA	2	125080	3358767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14375	0.10625	0	0.25	0	0.134868421	0.164473684	0	0.200657895	0	0.706232091	0.160369257	0.24903392	0.003434951	0.08608845	0.000644053	0.750628138	0.168607638	0.229919507	0.033995547	0.066364103	0.000599418	0.662009702	0.158057203	0.244851203	0.05040274	0.04471133	0.000530555	0.684028143	0.158057203	0.244851203	0.05040274	0.04471133	0.000530555	0.218020021
638107	valid	638438	108000	2013	Saas_Fee	1566	RHONE	Bach	Saaser_Vispa	5	227517	157549917	6.00	0.20	3_high	3_high	0.00	yes	1_no	6.00	6.00	yes	20.00	1_no	1_no	1_no	1_no	2_medium	2_medium	1_no	3_high	1_no	1_no	2_low_impacted	0.170886076	0.234177215	0	0.075949367	0	0.098387097	0.301612903	0.016129032	0.05	0	0.047530359	0.020175554	0.112144635	0.049390803	0.012707979	0.002358182	0.046541477	0.007030679	0.047160336	0.036112126	0.005615413	0.007624178	0.026200976	0.005176471	0.034722689	0.034319328	0.004201681	0.007865546	0.021084447	0.005176471	0.034722689	0.034319328	0.004201681	0.007865546	0.802816148
638187	valid	638000	187590	2013	Marbach	1235	RHEIN	Bach	NA	3	220043	863881	2.50	0.25	3_high	3_high	0.00	yes	1_no	15.00	15.00	yes	30.00	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.173076923	0.230769231	0	0.019230769	0	0.257309942	0.210526316	0	0.005847953	1	0	0.235294118	0.235294118	0	0.005882353	1	0	0.244444444	0.227777778	0	0.005555556	1	0	0.244444444	0.227777778	0	0.005555556	1	0	0.244444444	0.227777778	0	0.005555556	1
644131	valid	644000	131390	2013	Bitsch	697	RHONE	Bach	Massa	5	217419	202430221	4.00	0.03	2_medium	2_medium	100.00	no	4_high	0.00	0.00	no	NA	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	4_artificial	0.106060606	0.287878788	0	0.060606061	0.015151515	0.111111111	0.303703704	0	0.02962963	0.022222222	0.157655105	0.016460905	0.339506173	0.008230453	0.009259259	0.027777778	0.018472764	0.002623811	0.103968514	0.077730403	0.001639882	0.008035421	0.00296929	0.000428881	0.015944296	0.015490186	0.000327968	0.001564156	0.002282316	0.000428881	0.015944296	0.015490186	0.000327968	0.001564156	0.128003574
644171	valid	644000	171815	2013	Iseltwald	1739	RHEIN	Bach	Falkenfluewaldbach	4	289024	1460432	1.80	0.40	3_high	3_high	0.00	no	1_no	15.00	15.00	yes	70.00	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.099173554	0.272727273	0	0	0	0.149758454	0.251207729	0	0	1	0	0.107266436	0.294117647	0	0.006920415	1	0	0.105084746	0.298305085	0	0.006779661	1	0	0.105084746	0.298305085	0	0.006779661	1	0	0.105084746	0.298305085	0	0.006779661	0.017609506
644211	valid	644879	212000	2013	Menznau	728	RHEIN	Bach	NA	2	178134	4343389	0.90	0.08	2_medium	2_medium	10.00	no	4_high	0.00	0.00	yes	10.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.23125	0.25	0	0.01875	0	0.245327103	0.238317757	0	0.01635514	0	0	0.25404157	0.229792148	0	0.016166282	0	0	0.255707763	0.228310502	0	0.015981735	0	0	0.255707763	0.228310502	0	0.015981735	0	0	0.255707763	0.228310502	0	0.015981735	0	1
650115	valid	650000	115100	2013	Zwischbergen	1174	ADDA	Bach	Diveria	5	66906	99367297	10.00	0.40	3_high	3_high	0.00	yes	3_medium	15.00	16.00	yes	80.00	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0	0.175182482	0.02189781	0	0.02919708	0.007005254	0.280210158	0.031523643	0.012259194	0.010507881	0.139279378	0.022213949	0.156862745	0.059568131	0.006577314	0.004219409	0.022719	0.010799018	0.075320425	0.08906463	0.004635942	0.003436051	0.016002735	0.010591067	0.073870019	0.093447446	0.00454667	0.003423375	0.019359703	0.010591067	0.073870019	0.093447446	0.00454667	0.003423375	0.298499199
650195	valid	651000	195728	2013	Entlebuch	1450	RHEIN	Bach	Gerlisbach	2	196354	2219015	3.50	0.35	2_medium	3_high	0.00	no	1_no	15.00	15.00	no	NA	1_no	3_high	1_no	1_no	2_medium	1_no	2_medium	1_no	2_medium	1_no	1_natural	0	0.44047619	0.011904762	0.011904762	0	0	0.444954128	0.009174312	0.004587156	0	0.582408721	0	0.272522523	0.162162162	0.004504505	0	0.647191032	0	0.264317181	0.171806167	0.004405286	0	0.647191032	0	0.264317181	0.171806167	0.004405286	0	0.647191032	0	0.264317181	0.171806167	0.004405286	0	0.043812648
650235	valid	650000	235250	2013	Schmiedrued	606	RHEIN	Bach	NA	3	127259	842773	2.00	0.05	3_high	3_high	0.00	no	1_no	7.00	15.00	yes	50.00	3_high	2_medium	1_no	1_no	3_high	2_medium	2_medium	1_no	1_no	1_no	1_natural	0.37	0.09	0	0.04	0	0.403409091	0.056818182	0	0.039772727	0	0.615632032	0.402298851	0.057471264	0	0.040229885	0	0.615632032	0.403409091	0.056818182	0	0.039772727	0	0.615632032	0.403409091	0.056818182	0	0.039772727	0	0.615632032	0.403409091	0.056818182	0	0.039772727	0	0.365905521
