x	y
741156	147328
741114	147333
741077	147348
741056	147369
741019	147395
741000	147573
740974	147629
740981	147655
740970	147674
740942	147695
740924	147722
740946	147796
740947	147825
740961	147860
740952	147949
740962	147985
740951	148022
740958	148056
740950	148149
740971	148196
740993	148206
741038	148255
741083	148339
741108	148360
741114	148409
741130	148430
741140	148596
741110	148684
741108	148702
741099	148734
741125	148814
741137	148879
741124	148907
741145	148961
741149	149024
741168	149059
741191	149192
741188	149212
741176	149235
741142	149277
741124	149295
741081	149319
741023	149394
741009	149427
740984	149458
740982	149480
740957	149539
740938	149682
740983	149720
741043	149806
741118	149879
741122	149910
741140	149931
741162	150005
741188	150052
741214	150076
741252	150092
741277	150128
741215	150210
741294	150308
741317	150341
741330	150387
741307	150417
741290	150479
741289	150507
741272	150580
741304	150671
741322	150690
741359	150750
741392	150766
741402	150778
741424	150826
741440	150844
741465	150889
741465	150915
741479	150963
741482	151025
741488	151076
741521	151125
741556	151157
741607	151187
741638	151167
741658	151158
741845	151235
741873	151243
741890	151244
741910	151216
741953	151217
741976	151223
742003	151225
742060	151217
742214	151246
742291	151349
742317	151357
742335	151356
742352	151353
742375	151357
742391	151364
742445	151381
742521	151416
742644	151433
742687	151445
742814	151505
742893	151569
742963	151606
742975	151632
743125	151632
743224	151651
743265	151669
743347	151750
743394	151792
743426	151818
743516	151882
743604	151957
743679	152000
743701	152020
743766	152024
743851	152006
743870	152005
743953	152017
743999	152033
744132	152068
744206	152096
744296	152103
744334	152110
744394	152111
744437	152132
745312	152233
745703	152284
745736	152282
745836	152202
745863	152044
746092	152056
746497	152200
746529	152209
746666	152234
746782	152241
746847	152209
746871	152199
747066	152126
747092	152127
747196	152208
747215	152216
747247	152241
747300	152299
747341	152403
747345	152432
747338	152448
747337	152474
747388	152507
747413	152529
747501	152568
747510	152606
747528	152624
747560	152643
747596	152652
747635	152721
747701	152708
747789	152677
747795	152646
747809	152626
747829	152584
747844	152548
747861	152540
747875	152518
747922	152492
747943	152472
747949	152442
747979	152410
748006	152386
748015	152364
748055	152316
748106	152245
748149	152242
748185	152232
748222	152232
748245	152224
748302	152187
748338	152186
748419	152154
748480	152138
748493	152125
748513	152060
748516	152013
748502	151928
748501	151842
748503	151787
748506	151761
748506	151729
748520	151688
748493	151614
748493	151594
748368	151571
748350	151559
748332	151528
748283	151492
748254	151462
748238	151437
748199	151349
748194	151302
748161	151243
748150	151221
748145	151193
748146	151155
748152	151124
748163	151099
748147	151069
748142	151050
748144	151033
748188	150941
748199	150923
748239	150830
748258	150804
748276	150762
748282	150705
748294	150659
748320	150634
748330	150615
748328	150593
748355	150559
748375	150514
748396	150487
748409	150485
748442	150493
748465	150493
748500	150486
748544	150469
748574	150449
748609	150414
748629	150389
748652	150353
748673	150315
748694	150261
748694	150212
748700	150184
748720	150143
748732	150115
748739	150074
748748	150060
748766	150040
748780	149988
748853	149923
748891	149882
748964	149930
748996	149945
749030	149957
749056	149956
749078	149948
749118	149925
749149	149899
749185	149862
749199	149840
749210	149814
749222	149769
749316	149778
749398	149775
749443	149760
749468	149742
749472	149691
749480	149654
749497	149608
749500	149585
749499	149566
749493	149555
749482	149549
749484	149535
749554	149498
749591	149472
749631	149441
749694	149378
749738	149022
749872	148885
749839	148726
749891	148752
749909	148715
749930	148732
750088	148679
750296	148580
750306	148561
750307	148539
750335	148497
750374	148449
750430	148386
750447	148371
750460	148364
750478	148363
750497	148370
750520	148389
750539	148393
750560	148391
750603	148373
750642	148362
750737	148340
750771	148328
750815	148304
750888	148256
750903	148249
750926	148246
750944	148253
750955	148264
750976	148264
751362	148084
751391	148095
751413	148095
751459	148077
751482	148076
751504	148079
751536	148078
751560	148092
751611	148112
751643	148118
751672	148114
751660	148153
751658	148169
751665	148183
751710	148208
751724	148212
751727	148244
751733	148260
751759	148305
751770	148317
751785	148324
751795	148340
751796	148353
751846	148451
751862	148476
751874	148503
751896	148506
751915	148524
751927	148549
751939	148589
751964	148626
751969	148652
752015	148720
752046	148740
752100	148760
752140	148803
752172	148844
752208	148867
752232	148887
752243	148902
752284	148941
752335	148981
752379	149024
752393	149046
752411	149085
752429	149101
752456	149121
752464	149133
752474	149179
752487	149220
752492	149289
752491	149333
752483	149375
752472	149417
752467	149448
752469	149556
752480	149640
752476	149693
752461	149708
752458	149722
752463	149738
752460	149791
752489	149870
752490	149891
752483	149913
752482	149935
752488	149970
752504	150006
752530	150046
752545	150105
752557	150125
752597	150176
752609	150193
752611	150204
752607	150217
752587	150244
752537	150305
752511	150329
752497	150350
752478	150389
752469	150411
752463	150437
752467	150502
752467	150528
752475	150549
752527	150630
752536	150647
752563	150679
752575	150712
752608	150739
752625	150783
752639	150804
752666	150823
752691	150859
752703	150867
752728	150874
752790	150908
752845	150961
752866	150978
752892	151041
752915	151081
752936	151168
752960	151189
753001	151303
753026	151327
753058	151351
753094	151388
753123	151426
753153	151426
753170	151470
753184	151518
753183	151541
753178	151570
754759	152435
754753	152514
754837	152566
754873	152675
754940	152728
754989	152756
755017	152778
755099	152776
755335	152843
755400	152846
755401	152814
755463	152753
755463	152740
755463	152727
755240	152513
755219	152465
755254	152364
755270	152241
755254	152163
755303	152139
755311	152119
755318	151957
755307	151918
755310	151879
755324	151844
755329	151751
755351	151725
755359	151692
755363	151638
755339	151391
755332	151350
755321	151321
755314	151285
755312	151254
755308	151116
755328	151050
755322	150998
755340	150958
755345	150870
755342	150834
755342	150761
755312	150658
755304	150578
755279	150473
755265	150382
755275	150320
755269	150287
755271	150228
755276	150171
754360	150095
754377	149938
754405	149865
754419	149608
755378	149687
755429	149691
755493	149531
755516	149469
755511	149363
755500	149229
755518	149157
755522	149076
755515	149018
755544	148963
755570	148905
755556	148841
755572	148740
755638	148542
755669	148475
755637	148394
755632	148368
755522	148108
755523	148059
755476	148004
