#BDM_EPT_DATA_VERSION_20150828														
#gives_all_records_of_macroinvertebrates_from_2009-2014														
sort_nr	year	locality	xkoord	ykoord	drainage	species	genus	family	order	class	IBCH_EPT	nr_ind		
5649	2011	638195	638000	195540	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
5661	2011	644179	644551	179000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
5674	2011	650203	650683	204000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
5705	2011	668219	668000	219060	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	11		
#6831	2011	668219	668000	219060	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	11		
5722	2011	668235	668625	236000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	11		
5737	2011	674219	674471	220000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
5751	2011	686211	686000	211223	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	9		
5861	2011	698219	698412	220000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
5982	2011	716107	716000	107256	TICINO	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	3		
6250	2011	722211	722044	212000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	3		
5960	2011	722251	722790	252000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	7		
6265	2011	728235	728000	235235	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
6531	2011	734179	734000	179894	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	3		
6288	2011	740243	740973	244000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
6316	2011	752211	752000	211342	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	11		
5835	2011	764139	765000	139316	ADDA	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	5		
6570	2011	794179	794532	180000	INN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	7		
11003	2012	500139	500580	140000	RHONE	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
11038	2012	524155	524310	156000	RHONE	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
11195	2012	560219	561000	219108	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	5		
11277	2012	578091	579000	91625	RHONE	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
11384	2012	584155	584589	155000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
11573	2012	596163	596000	163384	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	4		
11622	2012	608171	608000	171910	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
11652	2012	620179	621000	179651	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	7		
11806	2012	626203	626000	203746	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
11906	2012	632227	632000	227004	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12121	2012	662227	662900	228000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12143	2012	668251	669000	251847	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
12190	2012	674195	674000	195738	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12227	2012	674235	674000	235512	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12269	2012	680219	680426	220000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
12294	2012	680259	680577	260000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12329	2012	686163	686000	163547	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
12438	2012	698251	698000	251112	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
12528	2012	704275	705000	275655	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
12632	2012	710219	710909	220000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	5		
12853	2012	722147	722000	147536	TICINO	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	4		
12888	2012	722227	722000	227577	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
13072	2012	746243	746659	244000	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	1		
13175	2012	764195	764000	195516	RHEIN	IBCH	IBCH	Nemathelminthes	Nemathelminthes	Nemathelminthes	IBCH	2		
2351	2009	539198	539500	198000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2387	2009	551166	550962	166394	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2638	2009	647198	647365	198007	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2831	2009	707246	707000	246000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
3004	2009	725222	725782	220007	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2366	2009	539198	539500	198000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2404	2009	551166	550962	166394	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2457	2009	587207	587612	207000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2489	2009	593238	594002	238627	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2524	2009	599190	599364	191089	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2563	2009	617214	617790	215000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2608	2009	623246	623000	246600	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2655	2009	647198	647365	198007	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2728	2009	671246	671000	246245	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2758	2009	683214	683015	214059	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2850	2009	707246	707000	246000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2874	2009	713110	713000	110469	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2904	2009	713174	713194	174927	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2926	2009	719086	720014	86071	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2952	2009	719278	718999	278231	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2966	2009	725126	725798	127000	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
3021	2009	725222	725782	220007	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
3048	2009	743222	743822	221990	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
3064	2009	773142	773190	142000	INN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2367	2009	539198	539500	198000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2525	2009	599190	599364	191089	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2586	2009	623158	622779	158547	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2656	2009	647198	647365	198007	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2695	2009	653174	653061	174730	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2811	2009	707166	707793	166000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2905	2009	713174	713194	174927	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2985	2009	725174	725019	175000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
3065	2009	773142	773190	142000	INN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2851	2009	707246	707000	246000	RHEIN	Nemurella_pictetii	Nemurella	Nemouridae	Plecoptera	Insecta	EPT	1		
2660	2009	647198	647365	198007	RHEIN	Protonemura_auberti_Komplex	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2696	2009	653174	653061	174730	RHEIN	Protonemura_brevistyla	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2527	2009	599190	599364	191089	RHEIN	Protonemura_intricata	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
3022	2009	725222	725782	220007	RHEIN	Protonemura_intricata	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2587	2009	623158	622779	158547	RHEIN	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2661	2009	647198	647365	198007	RHEIN	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2927	2009	719086	720014	86071	TICINO	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2368	2009	539198	539500	198000	RHEIN	Protonemura_meyeri	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2627	2009	647134	647015	134117	RHONE	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2662	2009	647198	647365	198007	RHEIN	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2812	2009	707166	707793	166000	RHEIN	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
3066	2009	773142	773190	142000	INN	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2928	2009	719086	720014	86071	TICINO	Protonemura_nitida	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2460	2009	587207	587612	207000	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2491	2009	593238	594002	238627	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2528	2009	599190	599364	191089	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2564	2009	617214	617790	215000	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2588	2009	623158	622779	158547	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2611	2009	623246	623000	246600	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2697	2009	653174	653061	174730	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2760	2009	683214	683015	214059	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2857	2009	707246	707000	246000	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2876	2009	713110	713000	110469	TICINO	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2907	2009	713174	713194	174927	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2969	2009	725126	725798	127000	TICINO	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2987	2009	725174	725019	175000	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
3023	2009	725222	725782	220007	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
3050	2009	743222	743822	221990	RHEIN	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2216	2010	554163	554000	163560	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
2183	2010	560147	560578	148000	RHONE	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
#2182	2010	560147	560578	148000	RHONE	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
2097	2010	566171	566355	172000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	2		
2071	2010	572155	572423	155000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1931	2010	590147	591000	147114	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	6		
1726	2010	614203	615000	203459	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1593	2010	626211	626000	211994	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	6		
1519	2010	632195	632013	196000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	7		
1401	2010	644163	644000	163552	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
#1400	2010	644163	644000	163552	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
1371	2010	644203	644000	203736	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	5		
810	2010	704243	704000	243357	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
746	2010	710227	710220	228000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	3		
689	2010	716131	716000	131574	TICINO	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
640	2010	716251	716000	251031	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	3		
542	2010	722235	722000	235476	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	2		
506	2010	728179	729000	179796	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	11		
500	2010	728219	728000	219416	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	1		
343	2010	746211	746534	212000	RHEIN	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	7		
2318	2010	542155	542000	155385	RHONE	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	5		
2258	2010	548219	548785	219000	RHONE	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2241	2010	554163	554000	163560	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
2176	2010	560147	560578	148000	RHONE	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
2131	2010	566131	566591	131000	RHONE	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
2093	2010	566171	566355	172000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
2042	2010	578139	578000	139423	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1898	2010	596171	596344	172000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
1820	2010	608179	608000	179438	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
#1819	2010	608179	608000	179438	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1784	2010	608219	608000	219129	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	5		
1760	2010	608259	608244	260000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
1723	2010	614203	615000	203459	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1684	2010	614243	614000	243915	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1654	2010	620187	620308	188000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
1634	2010	626131	626000	131523	RHONE	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
1620	2010	626211	626000	211994	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1559	2010	626251	626000	251376	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
1542	2010	632155	632000	155855	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
1514	2010	632195	632013	196000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1481	2010	632235	632185	235000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1467	2010	638179	638000	179712	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
#1466	2010	638179	638000	179712	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
1433	2010	638219	639000	219094	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1399	2010	644163	644000	163552	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1336	2010	644243	644000	243851	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1291	2010	650187	650000	187493	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1265	2010	650267	651000	267979	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1135	2010	668259	668648	260000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
1073	2010	674243	674435	244000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
967	2010	692155	692000	155008	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
897	2010	692235	692000	235820	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
856	2010	698259	698709	260000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	9		
838	2010	704163	705000	163504	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
807	2010	704243	704000	243357	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
793	2010	710107	710000	107343	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	101		
776	2010	710147	711000	147400	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
742	2010	710227	710220	228000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
736	2010	710267	710442	268000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
683	2010	716131	716000	131574	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
675	2010	716171	716309	172000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
635	2010	716251	716000	251031	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
604	2010	722115	723000	115794	TICINO	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
570	2010	722195	722000	195042	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
536	2010	722235	722000	235476	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
504	2010	728179	729000	179796	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
475	2010	728219	728000	219416	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
422	2010	734243	734701	244000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	8		
376	2010	746171	747000	171678	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
303	2010	746251	746000	251546	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	10		
296	2010	752155	753000	155317	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
251	2010	758259	758284	260000	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
140	2010	776211	776000	211195	RHEIN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
8	2010	824203	824033	204000	INN	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
2177	2010	560147	560578	148000	RHONE	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	8		
1900	2010	596171	596344	172000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	10		
1865	2010	602155	602772	156000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1685	2010	614243	614000	243915	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1365	2010	644203	644000	203736	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
932	2010	692195	692912	196000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
743	2010	710227	710220	228000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
685	2010	716131	716000	131574	TICINO	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	9		
636	2010	716251	716000	251031	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
537	2010	722235	722000	235476	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	9		
476	2010	728219	728000	219416	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
421	2010	734243	734701	244000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	7		
185	2010	770187	770176	188000	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
142	2010	776211	776000	211195	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	4		
101	2010	782195	782000	195554	RHEIN	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
2069	2010	572155	572423	155000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	5		
2043	2010	578139	578000	139423	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	9		
2002	2010	584123	584757	124000	RHONE	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
1951	2010	590107	590000	107645	RHONE	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	6		
1928	2010	590147	591000	147114	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1899	2010	596171	596344	172000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
1864	2010	602155	602772	156000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1543	2010	632155	632000	155855	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1314	2010	650107	650000	107926	TICINO	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
1251	2010	656131	656366	132000	RHONE	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
1227	2010	656171	656000	171980	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
1056	2010	680147	680000	147555	TICINO	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
931	2010	692195	692912	196000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
839	2010	704163	705000	163504	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
684	2010	716131	716000	131574	TICINO	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
505	2010	728179	729000	179796	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
377	2010	746171	747000	171678	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	3		
339	2010	746211	746534	212000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
234	2010	764163	764000	163171	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	2		
213	2010	770147	770878	148000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	11		
184	2010	770187	770176	188000	RHEIN	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1		
